Vendedor;Produto;Estado;Mês;Cliente;Valor;Quantidade;Total
Katia;Rodas aro 22";RJ;Dezembro;Pessoa Jurídica;3921;33;129393
Vanessa;Rodas aro 13";PE;Julho;Pessoa Física;780;33;25740
Renata;Rodas aro 14";AP;Maio;Pessoa Jurídica;980;32;31360
Caio;Rodas aro 15";SE;Outubro;Pessoa Física;1020;32;32640
Priscila;Rodas aro 16";ES;Dezembro;Pessoa Física;1340;31;41540
Mirian;Rodas aro 17";TO;Janeiro;Pessoa Física;1870;30;56100
Murilo;Rodas aro 18";AM;Junho;Pessoa Jurídica;1910;29;55390
Roberto;Rodas aro 19";MS;Dezembro;Pessoa Jurídica;2240;29;64960
Myslaine;Rodas aro 20";MT;Outubro;Pessoa Jurídica;2479;28;69412
Katia;Rodas aro 21";PB;Maio;Pessoa Física;3200;28;89600
Vanessa;Rodas aro 22";BA;Abril;Pessoa Jurídica;3921;27;105867
Renata;Rodas aro 13";MS;Abril;Pessoa Física;780;27;21060
Caio;Rodas aro 14";PB;Abril;Pessoa Física;980;26;25480
Priscila;Rodas aro 15";RO;Fevereiro;Pessoa Física;1020;25;25500
Mirian;Rodas aro 16";SC;Fevereiro;Pessoa Jurídica;1340;25;33500
Murilo;Rodas aro 17";SE;Outubro;Pessoa Jurídica;1870;25;46750
Roberto;Rodas aro 18";MT;Março;Pessoa Jurídica;1910;24;45840
Myslaine;Rodas aro 19";SE;Junho;Pessoa Física;2240;24;53760
Katia;Rodas aro 20";AM;Fevereiro;Pessoa Jurídica;2479;23;57017
Vanessa;Rodas aro 21";PI;Setembro;Pessoa Física;3200;22;70400
Renata;Rodas aro 22";PA;Junho;Pessoa Física;3921;19;74499
Caio;Rodas aro 13";MA;Outubro;Pessoa Física;780;19;14820
Priscila;Rodas aro 14";RO;Março;Pessoa Jurídica;980;18;17640
Mirian;Rodas aro 15";CE;Agosto;Pessoa Jurídica;1020;16;16320
Murilo;Rodas aro 16";AC;Outubro;Pessoa Jurídica;1340;16;21440
Roberto;Rodas aro 17";SE;Outubro;Pessoa Física;1870;12;22440
Myslaine;Rodas aro 18";RJ;Maio;Pessoa Jurídica;1910;12;22920
Katia;Rodas aro 19";PA;Fevereiro;Pessoa Física;2240;10;22400
Vanessa;Rodas aro 20";PR;Setembro;Pessoa Física;2479;10;24790
Renata;Rodas aro 21";RS;Abril;Pessoa Física;3200;9;28800
Caio;Rodas aro 22";MA;Março;Pessoa Jurídica;3921;8;31368
Priscila;Rodas aro 13";MA;Março;Pessoa Jurídica;780;7;5460
Mirian;Rodas aro 14";AM;Março;Pessoa Jurídica;980;6;5880
Murilo;Rodas aro 15";RJ;Novembro;Pessoa Física;1020;3;3060
Roberto;Rodas aro 16";AM;Novembro;Pessoa Jurídica;1340;3;4020
Myslaine;Rodas aro 17";BA;Janeiro;Pessoa Física;1870;3;5610
Katia;Rodas aro 18";AP;Abril;Pessoa Física;1910;2;3820
Vanessa;Rodas aro 19";DF;Março;Pessoa Física;2240;1;2240
Renata;Rodas aro 20";AC;Dezembro;Pessoa Jurídica;2479;1;2479
Caio;Rodas aro 21";MT;Dezembro;Pessoa Jurídica;3200;1;3200
Priscila;Rodas aro 22";SP;Maio;Pessoa Jurídica;3921;104;407784
Mirian;Rodas aro 13";RS;Abril;Pessoa Física;780;103;80340
Murilo;Rodas aro 14";AL;Junho;Pessoa Jurídica;980;103;100940
Roberto;Rodas aro 15";RO;Setembro;Pessoa Física;1020;102;104040
Myslaine;Rodas aro 16";PI;Maio;Pessoa Física;1340;101;135340
Katia;Rodas aro 17";PE;Outubro;Pessoa Física;1870;100;187000
Vanessa;Rodas aro 18";AC;Junho;Pessoa Jurídica;1910;99;189090
Renata;Rodas aro 19";PA;Agosto;Pessoa Jurídica;2240;99;221760
Caio;Rodas aro 20";SC;Março;Pessoa Jurídica;2479;98;242942
Priscila;Rodas aro 21";TO;Abril;Pessoa Física;3200;98;313600
Mirian;Rodas aro 22";PI;Junho;Pessoa Jurídica;3921;98;384258
Murilo;Rodas aro 13";RR;Outubro;Pessoa Física;780;96;74880
Roberto;Rodas aro 14";AL;Maio;Pessoa Física;980;93;91140
Myslaine;Rodas aro 15";SP;Fevereiro;Pessoa Física;1020;92;93840
Katia;Rodas aro 16";SE;Junho;Pessoa Jurídica;1340;90;120600
Vanessa;Rodas aro 17";AC;Março;Pessoa Jurídica;1870;89;166430
Renata;Rodas aro 18";MG;Maio;Pessoa Jurídica;1910;89;169990
Caio;Rodas aro 19";DF;Janeiro;Pessoa Física;2240;88;197120
Priscila;Rodas aro 20";DF;Junho;Pessoa Jurídica;2479;88;218152
Mirian;Rodas aro 21";PB;Maio;Pessoa Física;3200;86;275200
Murilo;Rodas aro 22";RR;Novembro;Pessoa Física;3921;85;333285
Roberto;Rodas aro 13";SC;Março;Pessoa Física;780;85;66300
Myslaine;Rodas aro 14";GO;Novembro;Pessoa Jurídica;980;80;78400
Katia;Rodas aro 15";MS;Setembro;Pessoa Jurídica;1020;80;81600
Vanessa;Rodas aro 16";RJ;Março;Pessoa Jurídica;1340;80;107200
Renata;Rodas aro 17";AM;Março;Pessoa Física;1870;80;149600
Caio;Rodas aro 18";CE;Julho;Pessoa Jurídica;1910;75;143250
Priscila;Rodas aro 19";MA;Maio;Pessoa Física;2240;72;161280
Mirian;Rodas aro 20";RO;Junho;Pessoa Física;2479;71;176009
Murilo;Rodas aro 21";AL;Outubro;Pessoa Física;3200;71;227200
Roberto;Rodas aro 22";PA;Novembro;Pessoa Jurídica;3921;71;278391
Myslaine;Rodas aro 13";TO;Janeiro;Pessoa Jurídica;780;70;54600
Katia;Rodas aro 14";DF;Maio;Pessoa Jurídica;980;70;68600
Vanessa;Rodas aro 15";SE;Agosto;Pessoa Física;1020;68;69360
Renata;Rodas aro 16";CE;Dezembro;Pessoa Jurídica;1340;68;91120
Caio;Rodas aro 17";PE;Fevereiro;Pessoa Física;1870;68;127160
Priscila;Rodas aro 18";PI;Fevereiro;Pessoa Física;1910;65;124150
Mirian;Rodas aro 19";SP;Outubro;Pessoa Física;2240;64;143360
Murilo;Rodas aro 20";RR;Setembro;Pessoa Jurídica;2479;63;156177
Roberto;Rodas aro 21";RN;Fevereiro;Pessoa Jurídica;3200;62;198400
Myslaine;Rodas aro 22";MG;Maio;Pessoa Jurídica;3921;62;243102
Katia;Rodas aro 13";MA;Março;Pessoa Física;780;61;47580
Vanessa;Rodas aro 14";BA;Janeiro;Pessoa Jurídica;980;59;57820
Renata;Rodas aro 15";RR;Fevereiro;Pessoa Física;1020;58;59160
Caio;Rodas aro 16";SE;Junho;Pessoa Física;1340;58;77720
Priscila;Rodas aro 17";MA;Maio;Pessoa Física;1870;57;106590
Mirian;Rodas aro 18";PA;Abril;Pessoa Jurídica;1910;56;106960
Murilo;Rodas aro 19";SC;Março;Pessoa Jurídica;2240;56;125440
Roberto;Rodas aro 20";RS;Junho;Pessoa Jurídica;2479;52;128908
Myslaine;Rodas aro 21";RS;Janeiro;Pessoa Física;3200;50;160000
Katia;Rodas aro 22";MT;Abril;Pessoa Jurídica;3921;50;196050
Vanessa;Rodas aro 13";GO;Fevereiro;Pessoa Física;780;49;38220
Renata;Rodas aro 14";PE;Outubro;Pessoa Física;980;45;44100
Caio;Rodas aro 15";RR;Dezembro;Pessoa Física;1020;44;44880
Priscila;Rodas aro 16";MA;Julho;Pessoa Jurídica;1340;39;52260
Mirian;Rodas aro 17";AP;Novembro;Pessoa Jurídica;1870;38;71060
Murilo;Rodas aro 18";MA;Outubro;Pessoa Jurídica;1910;37;70670
Roberto;Rodas aro 19";TO;Novembro;Pessoa Física;2240;34;76160
Myslaine;Rodas aro 20";ES;Março;Pessoa Jurídica;2479;34;84286
Katia;Rodas aro 21";RR;Outubro;Pessoa Física;3200;33;105600
Vanessa;Rodas aro 22";SC;Março;Pessoa Física;3921;32;125472
Renata;Rodas aro 13";RO;Março;Pessoa Física;780;31;24180
Caio;Rodas aro 14";MA;Agosto;Pessoa Jurídica;980;27;26460
Priscila;Rodas aro 15";AP;Agosto;Pessoa Jurídica;1020;27;27540
Mirian;Rodas aro 16";MA;Julho;Pessoa Jurídica;1340;25;33500
Murilo;Rodas aro 17";PA;Julho;Pessoa Física;1870;23;43010
Roberto;Rodas aro 18";CE;Maio;Pessoa Jurídica;1910;22;42020
Myslaine;Rodas aro 19";RO;Março;Pessoa Física;2240;21;47040
Katia;Rodas aro 20";PI;Março;Pessoa Física;2479;20;49580
Vanessa;Rodas aro 21";PI;Outubro;Pessoa Física;3200;20;64000
Renata;Rodas aro 22";GO;Fevereiro;Pessoa Jurídica;3921;19;74499
Caio;Rodas aro 13";ES;Setembro;Pessoa Jurídica;780;19;14820
Priscila;Rodas aro 14";PI;Setembro;Pessoa Jurídica;980;18;17640
Mirian;Rodas aro 15";RN;Agosto;Pessoa Física;1020;16;16320
Murilo;Rodas aro 16";GO;Outubro;Pessoa Jurídica;1340;13;17420
Roberto;Rodas aro 17";RO;Setembro;Pessoa Física;1870;10;18700
Myslaine;Rodas aro 18";AC;Junho;Pessoa Física;1910;10;19100
Katia;Rodas aro 19";SE;Maio;Pessoa Física;2240;8;17920
Vanessa;Rodas aro 20";MA;Outubro;Pessoa Jurídica;2479;5;12395
Renata;Rodas aro 21";GO;Dezembro;Pessoa Jurídica;3200;4;12800
Caio;Rodas aro 22";SC;Junho;Pessoa Jurídica;3921;2;7842
Priscila;Rodas aro 13";SC;Setembro;Pessoa Física;780;1;780
Mirian;Rodas aro 14";SP;Setembro;Pessoa Jurídica;980;1;980
Murilo;Rodas aro 15";PR;Abril;Pessoa Física;1020;1;1020
Roberto;Rodas aro 16";RJ;Julho;Pessoa Física;1340;109;146060
Myslaine;Rodas aro 17";PA;Outubro;Pessoa Física;1870;107;200090
Katia;Rodas aro 18";AC;Dezembro;Pessoa Jurídica;1910;107;204370
Vanessa;Rodas aro 19";SP;Abril;Pessoa Jurídica;2240;107;239680
Renata;Rodas aro 20";PI;Julho;Pessoa Jurídica;2479;107;265253
Caio;Rodas aro 21";RS;Novembro;Pessoa Física;3200;105;336000
Priscila;Rodas aro 22";SP;Dezembro;Pessoa Jurídica;3921;101;396021
Mirian;Rodas aro 13";PI;Janeiro;Pessoa Física;780;101;78780
Murilo;Rodas aro 14";MS;Novembro;Pessoa Física;980;100;98000
Roberto;Rodas aro 15";PB;Outubro;Pessoa Física;1020;100;102000
Myslaine;Rodas aro 16";CE;Julho;Pessoa Jurídica;1340;97;129980
Katia;Rodas aro 17";MG;Novembro;Pessoa Jurídica;1870;95;177650
Vanessa;Rodas aro 18";PE;Outubro;Pessoa Jurídica;1910;95;181450
Renata;Rodas aro 19";MG;Fevereiro;Pessoa Física;2240;95;212800
Caio;Rodas aro 20";PE;Abril;Pessoa Jurídica;2479;92;228068
Priscila;Rodas aro 21";MA;Novembro;Pessoa Física;3200;91;291200
Mirian;Rodas aro 22";RS;Novembro;Pessoa Física;3921;88;345048
Murilo;Rodas aro 13";RO;Outubro;Pessoa Física;780;84;65520
Roberto;Rodas aro 14";RS;Agosto;Pessoa Jurídica;980;83;81340
Myslaine;Rodas aro 15";MS;Dezembro;Pessoa Jurídica;1020;81;82620
Katia;Rodas aro 16";MA;Maio;Pessoa Jurídica;1340;80;107200
Vanessa;Rodas aro 17";MG;Junho;Pessoa Física;1870;79;147730
Renata;Rodas aro 18";RS;Novembro;Pessoa Jurídica;1910;79;150890
Caio;Rodas aro 19";RN;Março;Pessoa Física;2240;78;174720
Priscila;Rodas aro 20";PE;Abril;Pessoa Física;2479;74;183446
Mirian;Rodas aro 21";TO;Março;Pessoa Física;3200;73;233600
Murilo;Rodas aro 22";RR;Maio;Pessoa Jurídica;3921;73;286233
Roberto;Rodas aro 13";PA;Novembro;Pessoa Jurídica;780;69;53820
Myslaine;Rodas aro 14";SC;Novembro;Pessoa Jurídica;980;69;67620
Katia;Rodas aro 15";GO;Outubro;Pessoa Física;1020;65;66300
Vanessa;Rodas aro 16";MS;Novembro;Pessoa Jurídica;1340;63;84420
Renata;Rodas aro 17";AP;Julho;Pessoa Física;1870;63;117810
Caio;Rodas aro 18";PB;Outubro;Pessoa Física;1910;63;120330
Priscila;Rodas aro 19";RJ;Março;Pessoa Física;2240;62;138880
Mirian;Rodas aro 20";TO;Março;Pessoa Jurídica;2479;61;151219
Murilo;Rodas aro 21";RJ;Janeiro;Pessoa Jurídica;3200;59;188800
Roberto;Rodas aro 22";AC;Junho;Pessoa Jurídica;3921;58;227418
Myslaine;Rodas aro 13";PA;Julho;Pessoa Física;780;58;45240
Katia;Rodas aro 14";SC;Fevereiro;Pessoa Jurídica;980;55;53900
Vanessa;Rodas aro 15";PI;Novembro;Pessoa Física;1020;53;54060
Renata;Rodas aro 16";PE;Janeiro;Pessoa Física;1340;52;69680
Caio;Rodas aro 17";MG;Junho;Pessoa Física;1870;50;93500
Priscila;Rodas aro 18";PE;Abril;Pessoa Jurídica;1910;49;93590
Mirian;Rodas aro 19";SC;Junho;Pessoa Jurídica;2240;49;109760
Murilo;Rodas aro 20";PE;Outubro;Pessoa Jurídica;2479;47;116513
Roberto;Rodas aro 21";RS;Dezembro;Pessoa Física;3200;44;140800
Myslaine;Rodas aro 22";AP;Fevereiro;Pessoa Jurídica;3921;43;168603
Katia;Rodas aro 13";PI;Outubro;Pessoa Física;780;37;28860
Vanessa;Rodas aro 14";MS;Junho;Pessoa Física;980;35;34300
Renata;Rodas aro 15";RO;Dezembro;Pessoa Física;1020;33;33660
Caio;Rodas aro 16";AL;Outubro;Pessoa Jurídica;1340;30;40200
Priscila;Rodas aro 17";SP;Outubro;Pessoa Jurídica;1870;28;52360
Mirian;Rodas aro 18";RR;Março;Pessoa Jurídica;1910;28;53480
Murilo;Rodas aro 19";PE;Agosto;Pessoa Física;2240;27;60480
Roberto;Rodas aro 20";TO;Agosto;Pessoa Jurídica;2479;26;64454
Myslaine;Rodas aro 21";RJ;Março;Pessoa Física;3200;26;83200
Katia;Rodas aro 22";MT;Janeiro;Pessoa Física;3921;26;101946
Vanessa;Rodas aro 13";AP;Janeiro;Pessoa Física;780;24;18720
Renata;Rodas aro 14";PB;Abril;Pessoa Jurídica;980;23;22540
Caio;Rodas aro 15";AL;Agosto;Pessoa Jurídica;1020;22;22440
Priscila;Rodas aro 16";PI;Junho;Pessoa Jurídica;1340;22;29480
Mirian;Rodas aro 17";PR;Maio;Pessoa Física;1870;20;37400
Murilo;Rodas aro 18";RJ;Junho;Pessoa Jurídica;1910;18;34380
Roberto;Rodas aro 19";DF;Janeiro;Pessoa Física;2240;18;40320
Myslaine;Rodas aro 20";GO;Setembro;Pessoa Física;2479;18;44622
Katia;Rodas aro 21";MS;Fevereiro;Pessoa Física;3200;17;54400
Vanessa;Rodas aro 22";RO;Janeiro;Pessoa Jurídica;3921;17;66657
Renata;Rodas aro 13";ES;Janeiro;Pessoa Jurídica;780;16;12480
Caio;Rodas aro 14";ES;Janeiro;Pessoa Jurídica;980;16;15680
Priscila;Rodas aro 15";SP;Julho;Pessoa Física;1020;16;16320
Mirian;Rodas aro 16";MA;Outubro;Pessoa Jurídica;1340;15;20100
Murilo;Rodas aro 17";AL;Novembro;Pessoa Física;1870;14;26180
Roberto;Rodas aro 18";RN;Novembro;Pessoa Física;1910;13;24830
Myslaine;Rodas aro 19";AL;Junho;Pessoa Física;2240;11;24640
Katia;Rodas aro 20";PI;Fevereiro;Pessoa Jurídica;2479;9;22311
Vanessa;Rodas aro 21";RR;Abril;Pessoa Jurídica;3200;8;25600
Renata;Rodas aro 22";SP;Março;Pessoa Jurídica;3921;6;23526
Caio;Rodas aro 13";SP;Agosto;Pessoa Física;780;6;4680
Priscila;Rodas aro 14";SC;Outubro;Pessoa Jurídica;980;6;5880
Mirian;Rodas aro 15";RS;Julho;Pessoa Física;1020;5;5100
Murilo;Rodas aro 16";SC;Março;Pessoa Física;1340;4;5360
Roberto;Rodas aro 17";PI;Outubro;Pessoa Física;1870;3;5610
Myslaine;Rodas aro 18";MA;Março;Pessoa Jurídica;1910;3;5730
Katia;Rodas aro 19";SP;Abril;Pessoa Jurídica;2240;110;246400
Vanessa;Rodas aro 20";CE;Novembro;Pessoa Jurídica;2479;109;270211
Renata;Rodas aro 21";CE;Agosto;Pessoa Física;3200;109;348800
Caio;Rodas aro 22";PE;Fevereiro;Pessoa Jurídica;3921;105;411705
Priscila;Rodas aro 13";RN;Fevereiro;Pessoa Física;780;104;81120
Mirian;Rodas aro 14";SP;Março;Pessoa Física;980;103;100940
Murilo;Rodas aro 15";GO;Abril;Pessoa Física;1020;100;102000
Roberto;Rodas aro 16";PI;Agosto;Pessoa Jurídica;1340;99;132660
Myslaine;Rodas aro 17";MS;Setembro;Pessoa Jurídica;1870;98;183260
Katia;Rodas aro 18";CE;Outubro;Pessoa Jurídica;1910;98;187180
Vanessa;Rodas aro 19";BA;Janeiro;Pessoa Física;2240;97;217280
Renata;Rodas aro 20";PR;Agosto;Pessoa Jurídica;2479;96;237984
Caio;Rodas aro 21";SE;Março;Pessoa Física;3200;96;307200
Priscila;Rodas aro 22";MS;Abril;Pessoa Física;3921;95;372495
Mirian;Rodas aro 13";AC;Setembro;Pessoa Física;780;94;73320
Murilo;Rodas aro 14";PE;Novembro;Pessoa Jurídica;980;90;88200
Roberto;Rodas aro 15";DF;Fevereiro;Pessoa Jurídica;1020;90;91800
Myslaine;Rodas aro 16";MG;Novembro;Pessoa Jurídica;1340;89;119260
Katia;Rodas aro 17";PA;Agosto;Pessoa Física;1870;89;166430
Vanessa;Rodas aro 18";TO;Maio;Pessoa Jurídica;1910;89;169990
Renata;Rodas aro 19";DF;Novembro;Pessoa Física;2240;84;188160
Caio;Rodas aro 20";AC;Julho;Pessoa Física;2479;83;205757
Priscila;Rodas aro 21";MG;Março;Pessoa Física;3200;83;265600
Mirian;Rodas aro 22";MA;Outubro;Pessoa Jurídica;3921;82;321522
Murilo;Rodas aro 13";MS;Dezembro;Pessoa Jurídica;780;80;62400
Roberto;Rodas aro 14";ES;Setembro;Pessoa Jurídica;980;79;77420
Myslaine;Rodas aro 15";GO;Abril;Pessoa Física;1020;79;80580
Katia;Rodas aro 16";RO;Dezembro;Pessoa Jurídica;1340;77;103180
Vanessa;Rodas aro 17";ES;Janeiro;Pessoa Física;1870;76;142120
Renata;Rodas aro 18";PB;Novembro;Pessoa Física;1910;72;137520
Caio;Rodas aro 19";AL;Agosto;Pessoa Física;2240;71;159040
Priscila;Rodas aro 20";MA;Novembro;Pessoa Jurídica;2479;71;176009
Mirian;Rodas aro 21";AM;Abril;Pessoa Jurídica;3200;71;227200
Murilo;Rodas aro 22";PE;Abril;Pessoa Jurídica;3921;70;274470
Roberto;Rodas aro 13";AP;Janeiro;Pessoa Física;780;67;52260
Myslaine;Rodas aro 14";PR;Setembro;Pessoa Jurídica;980;67;65660
Katia;Rodas aro 15";ES;Março;Pessoa Física;1020;64;65280
Vanessa;Rodas aro 16";SP;Abril;Pessoa Física;1340;62;83080
Renata;Rodas aro 17";RO;Setembro;Pessoa Física;1870;62;115940
Caio;Rodas aro 18";SC;Junho;Pessoa Jurídica;1910;57;108870
Priscila;Rodas aro 19";DF;Abril;Pessoa Jurídica;2240;55;123200
Mirian;Rodas aro 20";PB;Março;Pessoa Jurídica;2479;54;133866
Murilo;Rodas aro 21";DF;Setembro;Pessoa Física;3200;54;172800
Roberto;Rodas aro 22";PB;Fevereiro;Pessoa Jurídica;3921;53;207813
Myslaine;Rodas aro 13";CE;Maio;Pessoa Física;780;53;41340
Katia;Rodas aro 14";PE;Dezembro;Pessoa Física;980;53;51940
Vanessa;Rodas aro 15";MG;Junho;Pessoa Física;1020;52;53040
Renata;Rodas aro 16";DF;Janeiro;Pessoa Jurídica;1340;51;68340
Caio;Rodas aro 17";PB;Abril;Pessoa Jurídica;1870;50;93500
Priscila;Rodas aro 18";PE;Novembro;Pessoa Jurídica;1910;49;93590
Mirian;Rodas aro 19";RR;Janeiro;Pessoa Física;2240;49;109760
Murilo;Rodas aro 20";ES;Janeiro;Pessoa Jurídica;2479;49;121471
Roberto;Rodas aro 21";AM;Março;Pessoa Física;3200;46;147200
Myslaine;Rodas aro 22";MG;Abril;Pessoa Física;3921;44;172524
Katia;Rodas aro 13";SP;Abril;Pessoa Física;780;43;33540
Vanessa;Rodas aro 14";AP;Junho;Pessoa Jurídica;980;43;42140
Renata;Rodas aro 15";MA;Outubro;Pessoa Jurídica;1020;42;42840
Caio;Rodas aro 16";PE;Novembro;Pessoa Jurídica;1340;40;53600
Priscila;Rodas aro 17";RO;Dezembro;Pessoa Física;1870;40;74800
Mirian;Rodas aro 18";SE;Dezembro;Pessoa Jurídica;1910;39;74490
Murilo;Rodas aro 19";PE;Agosto;Pessoa Física;2240;38;85120
Roberto;Rodas aro 20";DF;Junho;Pessoa Física;2479;38;94202
Myslaine;Rodas aro 21";PB;Agosto;Pessoa Física;3200;38;121600
Katia;Rodas aro 22";AL;Junho;Pessoa Jurídica;3921;33;129393
Vanessa;Rodas aro 13";SP;Julho;Pessoa Jurídica;780;33;25740
Renata;Rodas aro 14";AP;Julho;Pessoa Jurídica;980;32;31360
Caio;Rodas aro 15";RO;Novembro;Pessoa Física;1020;27;27540
Priscila;Rodas aro 16";AM;Janeiro;Pessoa Jurídica;1340;27;36180
Mirian;Rodas aro 17";AP;Novembro;Pessoa Física;1870;27;50490
Murilo;Rodas aro 18";AM;Novembro;Pessoa Física;1910;25;47750
Roberto;Rodas aro 19";MG;Outubro;Pessoa Física;2240;23;51520
Myslaine;Rodas aro 20";GO;Julho;Pessoa Jurídica;2479;23;57017
Katia;Rodas aro 21";RO;Setembro;Pessoa Jurídica;3200;22;70400
Vanessa;Rodas aro 22";DF;Dezembro;Pessoa Jurídica;3921;22;86262
Renata;Rodas aro 13";AP;Novembro;Pessoa Física;780;17;13260
Caio;Rodas aro 14";RO;Setembro;Pessoa Jurídica;980;17;16660
Priscila;Rodas aro 15";ES;Abril;Pessoa Física;1020;15;15300
Mirian;Rodas aro 16";PA;Julho;Pessoa Física;1340;15;20100
Murilo;Rodas aro 17";AM;Junho;Pessoa Física;1870;13;24310
Roberto;Rodas aro 18";BA;Março;Pessoa Jurídica;1910;12;22920
Myslaine;Rodas aro 19";MG;Junho;Pessoa Jurídica;2240;10;22400
Katia;Rodas aro 20";DF;Maio;Pessoa Jurídica;2479;10;24790
Vanessa;Rodas aro 21";MT;Abril;Pessoa Física;3200;6;19200
Renata;Rodas aro 22";RS;Dezembro;Pessoa Jurídica;3921;4;15684
Caio;Rodas aro 13";MA;Novembro;Pessoa Física;780;4;3120
Priscila;Rodas aro 14";SP;Abril;Pessoa Física;980;3;2940
Mirian;Rodas aro 15";DF;Março;Pessoa Física;1020;2;2040
Murilo;Rodas aro 16";CE;Agosto;Pessoa Jurídica;1340;110;147400
Roberto;Rodas aro 17";ES;Setembro;Pessoa Jurídica;1870;107;200090
Myslaine;Rodas aro 18";DF;Maio;Pessoa Jurídica;1910;107;204370
Katia;Rodas aro 19";BA;Setembro;Pessoa Física;2240;106;237440
Vanessa;Rodas aro 20";PR;Dezembro;Pessoa Jurídica;2479;105;260295
Renata;Rodas aro 21";MA;Julho;Pessoa Física;3200;105;336000
Caio;Rodas aro 22";GO;Maio;Pessoa Física;3921;105;411705
Priscila;Rodas aro 13";AM;Março;Pessoa Física;780;104;81120
Mirian;Rodas aro 14";PA;Agosto;Pessoa Jurídica;980;103;100940
Murilo;Rodas aro 15";MA;Março;Pessoa Jurídica;1020;102;104040
Roberto;Rodas aro 16";RO;Junho;Pessoa Jurídica;1340;101;135340
Myslaine;Rodas aro 17";TO;Dezembro;Pessoa Física;1870;100;187000
Katia;Rodas aro 18";RJ;Outubro;Pessoa Jurídica;1910;100;191000
Vanessa;Rodas aro 19";PA;Julho;Pessoa Física;2240;100;224000
Renata;Rodas aro 20";ES;Maio;Pessoa Física;2479;99;245421
Caio;Rodas aro 21";MG;Agosto;Pessoa Física;3200;99;316800
Priscila;Rodas aro 22";AL;Outubro;Pessoa Jurídica;3921;98;384258
Mirian;Rodas aro 13";SC;Novembro;Pessoa Jurídica;780;93;72540
Murilo;Rodas aro 14";GO;Setembro;Pessoa Jurídica;980;91;89180
Roberto;Rodas aro 15";AP;Setembro;Pessoa Física;1020;91;92820
Myslaine;Rodas aro 16";SC;Novembro;Pessoa Jurídica;1340;90;120600
Katia;Rodas aro 17";RN;Setembro;Pessoa Física;1870;88;164560
Vanessa;Rodas aro 18";CE;Agosto;Pessoa Física;1910;87;166170
Renata;Rodas aro 19";ES;Janeiro;Pessoa Física;2240;87;194880
Caio;Rodas aro 20";AL;Julho;Pessoa Jurídica;2479;87;215673
Priscila;Rodas aro 21";BA;Setembro;Pessoa Jurídica;3200;87;278400
Mirian;Rodas aro 22";MA;Dezembro;Pessoa Jurídica;3921;85;333285
Murilo;Rodas aro 13";TO;Maio;Pessoa Física;780;84;65520
Roberto;Rodas aro 14";SE;Fevereiro;Pessoa Jurídica;980;84;82320
Myslaine;Rodas aro 15";MA;Janeiro;Pessoa Física;1020;81;82620
Katia;Rodas aro 16";MT;Dezembro;Pessoa Física;1340;76;101840
Vanessa;Rodas aro 17";PE;Fevereiro;Pessoa Física;1870;75;140250
Renata;Rodas aro 18";PB;Novembro;Pessoa Jurídica;1910;71;135610
Caio;Rodas aro 19";AM;Maio;Pessoa Jurídica;2240;68;152320
Priscila;Rodas aro 20";RN;Dezembro;Pessoa Jurídica;2479;68;168572
Mirian;Rodas aro 21";GO;Agosto;Pessoa Física;3200;68;217600
Murilo;Rodas aro 22";GO;Agosto;Pessoa Jurídica;3921;68;266628
Roberto;Rodas aro 13";AP;Abril;Pessoa Física;780;67;52260
Myslaine;Rodas aro 14";RN;Fevereiro;Pessoa Física;980;67;65660
Katia;Rodas aro 15";MT;Agosto;Pessoa Física;1020;66;67320
Vanessa;Rodas aro 16";RR;Janeiro;Pessoa Jurídica;1340;64;85760
Renata;Rodas aro 17";TO;Janeiro;Pessoa Jurídica;1870;63;117810
Caio;Rodas aro 18";AC;Abril;Pessoa Jurídica;1910;63;120330
Priscila;Rodas aro 19";RS;Junho;Pessoa Física;2240;62;138880
Mirian;Rodas aro 20";GO;Janeiro;Pessoa Jurídica;2479;61;151219
Murilo;Rodas aro 21";PI;Agosto;Pessoa Física;3200;61;195200
Roberto;Rodas aro 22";AM;Abril;Pessoa Física;3921;59;231339
Myslaine;Rodas aro 13";AC;Outubro;Pessoa Física;780;59;46020
Katia;Rodas aro 14";BA;Novembro;Pessoa Jurídica;980;57;55860
Vanessa;Rodas aro 15";SP;Outubro;Pessoa Jurídica;1020;56;57120
Renata;Rodas aro 16";MG;Agosto;Pessoa Jurídica;1340;54;72360
Caio;Rodas aro 17";SE;Maio;Pessoa Física;1870;53;99110
Priscila;Rodas aro 18";PR;Junho;Pessoa Jurídica;1910;52;99320
Mirian;Rodas aro 19";AP;Outubro;Pessoa Física;2240;49;109760
Murilo;Rodas aro 20";RR;Maio;Pessoa Física;2479;47;116513
Roberto;Rodas aro 21";AL;Maio;Pessoa Física;3200;46;147200
Myslaine;Rodas aro 22";AM;Março;Pessoa Jurídica;3921;45;176445
Katia;Rodas aro 13";PB;Outubro;Pessoa Jurídica;780;45;35100
Vanessa;Rodas aro 14";RS;Agosto;Pessoa Jurídica;980;44;43120
Renata;Rodas aro 15";TO;Março;Pessoa Física;1020;43;43860
Caio;Rodas aro 16";PI;Julho;Pessoa Jurídica;1340;43;57620
Priscila;Rodas aro 17";MS;Agosto;Pessoa Física;1870;41;76670
Mirian;Rodas aro 18";SC;Junho;Pessoa Física;1910;41;78310
Murilo;Rodas aro 19";ES;Fevereiro;Pessoa Física;2240;40;89600
